Quận,Loại,Diện tích (m²),Mức giá (tỷ),Số phòng ngủ,Số toilet
Cầu Giấy,Nhà mặt phố,106.0,35.0,4,8
Bắc Từ Liêm,Nhà riêng,40.0,4.2,3,3
Ba Đình,Căn hộ chung cư,102.0,7.3,3,2
Tây Hồ,Căn hộ chung cư,234.0,25.0,4,3
Thanh Xuân,Nhà mặt phố,60.0,16.8,4,3
Bắc Từ Liêm,Nhà riêng,35.0,4.8,3,4
Bắc Từ Liêm,Nhà riêng,40.0,6.2,4,3
Nam Từ Liêm,Nhà riêng,60.0,10.0,14,14
Hà Đông,Nhà riêng,40.0,5.5,4,3
Nam Từ Liêm,Nhà riêng,60.0,9.0,12,12
Long Biên,Nhà riêng,55.0,4.2,2,3
Đống Đa,Nhà riêng,52.0,6.7,4,4
Đống Đa,Nhà riêng,32.0,7.88,4,5
Long Biên,Nhà riêng,68.0,6.9,3,2
Đống Đa,Căn hộ chung cư,100.0,7.99,2,1
Tây Hồ,Căn hộ chung cư,141.0,9.87,3,4
Hoài Đức,Nhà riêng,62.0,9.3,16,17
Thanh Xuân,Nhà riêng,35.0,10.2,3,4
Đống Đa,Nhà riêng,57.0,29.0,7,7
Đống Đa,Nhà riêng,41.0,10.8,7,7
Ba Đình,Căn hộ chung cư,71.0,6.7,2,1
Ba Đình,Căn hộ chung cư,150.0,14.0,3,2
Cầu Giấy,Nhà mặt phố,102.0,25.0,4,3
Nam Từ Liêm,Nhà riêng,60.0,7.25,4,4
Nam Từ Liêm,Nhà riêng,88.0,17.2,6,6
Nam Từ Liêm,Nhà riêng,135.0,22.0,35,35
Nam Từ Liêm,Nhà riêng,61.0,15.5,5,5
Nam Từ Liêm,Nhà riêng,89.0,19.2,8,9
Nam Từ Liêm,Nhà riêng,61.0,9.5,3,4
Bắc Từ Liêm,Nhà riêng,97.0,25.6,11,10
Đống Đa,Nhà riêng,54.0,11.99,6,4
Ba Đình,Nhà riêng,38.0,5.99,4,5
Bắc Từ Liêm,Nhà riêng,121.0,39.5,48,50
Hoàn Kiếm,Nhà mặt phố,33.0,15.8,3,3
Hai Bà Trưng,Nhà riêng,34.0,6.8,3,5
Bắc Từ Liêm,Căn hộ chung cư,47.0,2.3,2,1
Đống Đa,Nhà riêng,60.0,14.0,5,5
Tây Hồ,Nhà mặt phố,73.0,29.99,12,14
Nam Từ Liêm,Nhà riêng,65.0,13.3,16,16
Cầu Giấy,Nhà riêng,80.0,22.0,6,5
Nam Từ Liêm,Nhà riêng,108.0,16.8,35,35
Hoàng Mai,Nhà riêng,42.0,7.26,6,4
Cầu Giấy,Nhà riêng,55.0,15.0,11,11
Cầu Giấy,Căn hộ chung cư,125.0,6.5,3,2
Nam Từ Liêm,Nhà riêng,38.0,5.75,4,4
Cầu Giấy,Căn hộ chung cư,125.0,6.25,3,2
Hai Bà Trưng,Nhà mặt phố,207.0,147.0,4,4
Cầu Giấy,Nhà riêng,55.0,12.5,6,4
Hà Đông,Nhà riêng,44.0,8.9,5,5
Hà Đông,Nhà mặt phố,90.0,21.0,4,4
Ba Đình,Nhà riêng,61.0,11.7,3,2
Hà Đông,Nhà mặt phố,65.0,14.5,5,5
Hà Đông,Nhà mặt phố,130.0,45.0,8,8
Đống Đa,Nhà riêng,29.0,4.6,4,5
Hai Bà Trưng,Căn hộ chung cư,74.0,5.1,2,2
Hoàng Mai,Căn hộ chung cư,58.0,2.78,2,2
Hà Đông,Nhà mặt phố,75.0,19.8,4,4
Hà Đông,Nhà mặt phố,77.0,19.5,26,27
Đống Đa,Nhà mặt phố,43.0,16.99,4,6
Hà Đông,Nhà riêng,50.0,8.6,5,5
Cầu Giấy,Căn hộ chung cư,70.0,4.1,2,2
Ba Đình,Nhà mặt phố,82.0,35.0,2,2
Cầu Giấy,Nhà riêng,100.0,24.5,4,4
Hà Đông,Nhà mặt phố,38.0,12.5,5,6
Hoàng Mai,Nhà riêng,50.0,10.5,6,5
Đống Đa,Nhà mặt phố,54.0,19.99,4,4
Ba Đình,Nhà riêng,34.0,5.0,3,3
Hai Bà Trưng,Căn hộ chung cư,74.0,5.0,2,2
Hai Bà Trưng,Nhà riêng,46.0,10.0,6,5
Đống Đa,Nhà mặt phố,56.0,27.0,6,7
Ba Đình,Nhà riêng,60.0,9.0,6,4
Đống Đa,Nhà mặt phố,60.0,16.0,6,4
Thanh Xuân,Nhà riêng,40.0,7.44,5,5
Hai Bà Trưng,Nhà mặt phố,130.0,60.0,8,10
Ba Đình,Nhà riêng,56.0,9.9,6,4
Hà Đông,Nhà riêng,43.0,6.5,4,4
Hai Bà Trưng,Nhà mặt phố,160.0,79.9,6,6
Long Biên,Nhà riêng,42.0,8.2,4,4
Ba Đình,Nhà riêng,120.0,40.0,4,4
Đống Đa,Nhà riêng,52.0,11.0,5,5
Hoàng Mai,Nhà riêng,38.0,4.4,3,4
Ba Đình,Nhà mặt phố,103.0,37.9,6,6
Bắc Từ Liêm,Căn hộ chung cư,100.0,4.2,3,2
Ba Đình,Nhà riêng,29.0,6.9,4,4
Hai Bà Trưng,Nhà mặt phố,250.0,100.0,8,5
Tây Hồ,Nhà riêng,150.0,10.8,5,5
Đống Đa,Nhà mặt phố,50.0,15.0,4,4
Đống Đa,Nhà riêng,58.0,8.5,12,5
Hai Bà Trưng,Nhà riêng,150.0,39.9,5,5
Ba Đình,Nhà riêng,40.0,7.8,4,3
Hoàng Mai,Nhà riêng,45.0,3.9,3,3
Thanh Xuân,Nhà riêng,90.0,11.5,6,5
Hà Đông,Nhà riêng,55.0,4.99,4,4
Cầu Giấy,Nhà mặt phố,83.0,22.0,14,9
Đống Đa,Nhà riêng,55.0,14.8,14,14
Thanh Trì,Căn hộ chung cư,39.0,1.1,1,1
Hai Bà Trưng,Nhà riêng,26.0,3.55,3,4
Gia Lâm,Căn hộ chung cư,100.0,3.5,3,2
Tây Hồ,Nhà mặt phố,62.0,14.8,6,5
Thanh Xuân,Nhà riêng,42.0,7.55,3,3
Long Biên,Nhà mặt phố,182.0,19.2,4,4
Long Biên,Nhà riêng,80.0,9.6,4,2
Thanh Trì,Nhà riêng,35.0,1.55,3,1
Đống Đa,Nhà riêng,32.0,6.2,3,3
Cầu Giấy,Nhà mặt phố,90.0,24.5,6,6
Hoàng Mai,Nhà riêng,33.0,4.3,3,4
Long Biên,Nhà riêng,85.0,10.8,6,5
Hà Đông,Nhà riêng,45.0,10.5,5,6
Long Biên,Nhà riêng,102.0,9.5,4,3
Long Biên,Nhà mặt phố,81.0,33.6,5,3
Thanh Xuân,Căn hộ chung cư,94.0,5.45,3,2
Thanh Xuân,Nhà riêng,40.0,11.95,4,5
Đống Đa,Căn hộ chung cư,45.0,1.95,2,1
Bắc Từ Liêm,Nhà mặt phố,46.0,10.5,3,5
Bắc Từ Liêm,Nhà mặt phố,188.0,38.5,7,10
Đống Đa,Căn hộ chung cư,96.0,5.3,3,2
Hà Đông,Nhà riêng,99.0,7.5,3,3
Tây Hồ,Nhà riêng,39.0,10.2,3,3
Nam Từ Liêm,Căn hộ chung cư,42.0,2.5,1,1
Tây Hồ,Nhà riêng,81.0,21.0,5,4
Long Biên,Nhà riêng,50.0,11.5,5,5
Cầu Giấy,Nhà mặt phố,140.0,60.0,2,1
Cầu Giấy,Nhà mặt phố,108.0,21.0,8,8
Đống Đa,Nhà riêng,58.0,8.5,10,5
Ba Đình,Nhà mặt phố,105.0,68.5,6,6
Hai Bà Trưng,Nhà riêng,50.0,6.5,4,3
Đống Đa,Nhà mặt phố,60.0,15.9,4,3
Nam Từ Liêm,Nhà riêng,40.0,5.6,4,3
Bắc Từ Liêm,Nhà riêng,42.0,7.3,4,3
Cầu Giấy,Nhà riêng,88.0,17.8,7,7
Hai Bà Trưng,Nhà riêng,60.0,10.85,9,5
Thanh Xuân,Nhà riêng,40.0,4.5,3,4
Ba Đình,Nhà mặt phố,105.0,68.5,6,6
Bắc Từ Liêm,Nhà mặt phố,35.0,6.7,3,5
Thanh Xuân,Nhà riêng,85.0,6.9,5,5
Cầu Giấy,Nhà mặt phố,58.0,25.0,6,6
Đống Đa,Nhà mặt phố,125.0,21.9,2,2
Đống Đa,Nhà riêng,80.0,20.0,2,2
Cầu Giấy,Căn hộ chung cư,91.0,4.5,2,2
Tây Hồ,Nhà riêng,42.0,5.25,5,4
Nam Từ Liêm,Nhà mặt phố,71.0,12.0,7,7
Tây Hồ,Nhà mặt phố,130.0,78.0,8,9
Hà Đông,Căn hộ chung cư,90.0,4.86,3,2
Cầu Giấy,Nhà riêng,50.0,10.5,5,5
Tây Hồ,Nhà mặt phố,105.0,36.5,18,18
Bắc Từ Liêm,Nhà riêng,51.0,6.3,3,2
Nam Từ Liêm,Căn hộ chung cư,80.0,7.52,3,2
Hà Đông,Nhà mặt phố,50.0,6.5,3,3
Hà Đông,Nhà riêng,35.0,4.2,3,3
Hà Đông,Nhà riêng,38.0,4.0,4,4
Long Biên,Nhà riêng,33.0,4.25,3,4
Nam Từ Liêm,Nhà riêng,68.0,11.0,19,20
Mê Linh,Nhà riêng,98.0,2.99,3,2
Thanh Xuân,Căn hộ chung cư,81.0,5.8,3,2
Long Biên,Nhà riêng,45.0,6.4,3,5
Hoàng Mai,Nhà riêng,35.0,5.5,3,4
Hai Bà Trưng,Nhà riêng,41.0,8.6,4,4
Đống Đa,Nhà mặt phố,100.0,25.0,7,7
Long Biên,Nhà riêng,46.0,5.9,3,4
Nam Từ Liêm,Nhà riêng,42.0,4.85,4,4
Thanh Xuân,Nhà riêng,44.0,8.5,5,4
Nam Từ Liêm,Nhà riêng,179.0,39.5,6,5
Nam Từ Liêm,Nhà riêng,50.0,4.9,4,4
Cầu Giấy,Nhà riêng,30.0,5.1,3,4
Nam Từ Liêm,Nhà riêng,33.0,6.4,2,4
Nam Từ Liêm,Căn hộ chung cư,42.0,2.6,1,1
Nam Từ Liêm,Căn hộ chung cư,60.0,3.9,2,2
Thanh Trì,Nhà riêng,45.0,5.0,6,4
Cầu Giấy,Nhà riêng,45.0,18.0,7,5
Hà Đông,Nhà mặt phố,105.0,32.0,8,8
Hoàng Mai,Nhà mặt phố,40.0,14.5,3,4
Đống Đa,Nhà riêng,46.0,17.0,5,4
Đống Đa,Nhà riêng,42.0,8.6,6,6
Nam Từ Liêm,Căn hộ chung cư,132.0,5.75,3,3
Nam Từ Liêm,Căn hộ chung cư,106.0,4.9,3,2
Cầu Giấy,Căn hộ chung cư,70.0,2.6,2,1
Nam Từ Liêm,Căn hộ chung cư,100.0,5.2,3,2
Cầu Giấy,Căn hộ chung cư,77.0,5.6,2,2
Hà Đông,Nhà riêng,45.0,4.9,4,4
Nam Từ Liêm,Căn hộ chung cư,83.0,5.1,3,2
Hà Đông,Căn hộ chung cư,78.0,2.34,2,2
Nam Từ Liêm,Căn hộ chung cư,85.0,3.8,2,2
Hai Bà Trưng,Nhà mặt phố,125.0,37.0,6,6
Hai Bà Trưng,Căn hộ chung cư,30.0,2.99,1,1
Nam Từ Liêm,Căn hộ chung cư,42.0,2.6,1,1
Nam Từ Liêm,Nhà riêng,58.0,9.3,13,13
Long Biên,Nhà riêng,62.0,14.6,4,5
Đống Đa,Nhà riêng,58.0,10.5,3,3
Đống Đa,Nhà riêng,43.0,6.0,2,3
Nam Từ Liêm,Nhà riêng,100.0,24.5,32,32
Hoàng Mai,Nhà riêng,30.0,3.9,3,4
Đống Đa,Nhà riêng,40.0,4.8,4,4
Đống Đa,Nhà riêng,40.0,8.45,4,3
Đống Đa,Nhà riêng,58.0,8.5,4,3
Đống Đa,Nhà riêng,55.0,5.96,4,3
Hoàng Mai,Nhà riêng,40.0,5.8,7,7
Đống Đa,Nhà riêng,45.0,7.8,3,3
Thanh Xuân,Căn hộ chung cư,106.0,5.0,3,2
Hà Đông,Căn hộ chung cư,97.0,3.4,3,2
Nam Từ Liêm,Căn hộ chung cư,60.0,4.0,2,2
Hoàng Mai,Nhà riêng,75.0,17.9,6,6
Đống Đa,Nhà mặt phố,40.0,16.0,4,4
Hà Đông,Nhà mặt phố,86.0,21.5,6,6
Đống Đa,Nhà riêng,48.0,13.4,4,5
Thanh Xuân,Nhà riêng,43.0,10.5,4,5
Ba Đình,Nhà riêng,300.0,96.0,50,50
Ba Đình,Nhà riêng,52.0,5.25,3,3
Nam Từ Liêm,Căn hộ chung cư,32.0,1.9,1,1
Đống Đa,Nhà riêng,45.0,7.5,4,3
Đống Đa,Nhà riêng,41.0,10.79,5,4
Thanh Xuân,Nhà riêng,50.0,9.68,4,3
Ba Đình,Nhà riêng,30.0,7.5,4,4
Đống Đa,Nhà mặt phố,136.0,38.0,6,3
Cầu Giấy,Nhà riêng,35.0,5.6,3,3
Ba Đình,Nhà riêng,60.0,15.9,6,6
Nam Từ Liêm,Nhà riêng,40.0,8.89,10,10
Long Biên,Nhà riêng,65.0,17.2,3,4
Long Biên,Nhà riêng,114.0,22.0,8,9
Thanh Xuân,Căn hộ chung cư,300.0,11.7,4,4
Long Biên,Căn hộ chung cư,63.0,2.7,2,2
Long Biên,Nhà mặt phố,82.0,10.9,1,1
Gia Lâm,Căn hộ chung cư,33.0,1.3,1,1
Hoàng Mai,Căn hộ chung cư,93.0,3.25,3,2
Cầu Giấy,Căn hộ chung cư,60.0,3.15,2,1
Nam Từ Liêm,Căn hộ chung cư,69.0,2.4,2,2
Tây Hồ,Nhà riêng,40.0,6.0,6,4
Hoàng Mai,Nhà riêng,70.0,11.8,5,8
Cầu Giấy,Căn hộ chung cư,80.0,2.95,3,2
Hoàng Mai,Nhà riêng,34.0,4.85,3,4
Hà Đông,Nhà riêng,30.0,5.25,3,4
Long Biên,Nhà riêng,62.0,13.8,4,5
Nam Từ Liêm,Căn hộ chung cư,70.0,3.3,3,2
Cầu Giấy,Căn hộ chung cư,78.0,3.5,2,2
Thanh Trì,Căn hộ chung cư,88.0,3.15,3,2
Nam Từ Liêm,Căn hộ chung cư,94.0,4.0,2,2
Hà Đông,Nhà riêng,90.0,17.0,4,4
Nam Từ Liêm,Căn hộ chung cư,58.0,2.75,2,1
Nam Từ Liêm,Căn hộ chung cư,106.0,4.65,3,2
Cầu Giấy,Căn hộ chung cư,138.0,7.4,3,2
Hai Bà Trưng,Nhà riêng,66.0,16.5,6,4
Cầu Giấy,Nhà riêng,55.0,16.9,8,8
Ba Đình,Nhà riêng,77.0,8.3,4,3
Hà Đông,Căn hộ chung cư,65.0,2.54,2,2
Hà Đông,Căn hộ chung cư,48.0,2.1,2,1
Hà Đông,Căn hộ chung cư,79.0,3.17,3,2
Cầu Giấy,Nhà riêng,80.0,21.5,6,5
Cầu Giấy,Nhà riêng,80.0,20.0,9,9
Hà Đông,Căn hộ chung cư,55.0,2.3,2,1
Tây Hồ,Nhà mặt phố,120.0,26.5,5,4
Hoàn Kiếm,Nhà mặt phố,26.0,17.79,3,3
Hà Đông,Căn hộ chung cư,65.0,2.5,2,2
Tây Hồ,Nhà riêng,140.0,24.0,33,33
Hà Đông,Căn hộ chung cư,151.0,4.2,3,2
Tây Hồ,Nhà mặt phố,120.0,34.8,32,32
Hà Đông,Căn hộ chung cư,80.0,3.0,3,2
Hà Đông,Căn hộ chung cư,91.0,3.1,2,2
Tây Hồ,Nhà mặt phố,100.0,28.0,9,9
Thanh Trì,Căn hộ chung cư,127.0,3.9,4,3
Hà Đông,Căn hộ chung cư,106.0,3.3,3,2
Tây Hồ,Nhà riêng,190.0,33.0,28,28
Long Biên,Nhà mặt phố,215.0,120.0,12,12
Hà Đông,Căn hộ chung cư,103.0,3.35,3,2
Hoàng Mai,Nhà mặt phố,85.0,25.5,2,2
Nam Từ Liêm,Nhà mặt phố,80.0,24.0,4,5
Tây Hồ,Nhà riêng,180.0,33.0,28,28
Hà Đông,Căn hộ chung cư,114.0,3.55,3,2
Thanh Xuân,Căn hộ chung cư,128.0,8.8,3,2
Cầu Giấy,Nhà riêng,66.0,11.48,4,5
Hà Đông,Căn hộ chung cư,62.0,2.5,2,2
Cầu Giấy,Nhà riêng,60.0,13.0,6,7
Bắc Từ Liêm,Nhà riêng,100.0,16.0,20,20
Hà Đông,Nhà riêng,147.0,20.0,6,5
Hà Đông,Căn hộ chung cư,62.0,2.5,2,2
Tây Hồ,Nhà riêng,70.0,8.35,4,5
Hà Đông,Căn hộ chung cư,99.0,4.05,3,2
Đống Đa,Nhà riêng,34.0,8.0,4,4
Nam Từ Liêm,Căn hộ chung cư,105.0,4.5,3,2
Hà Đông,Căn hộ chung cư,76.0,3.05,2,1
Tây Hồ,Nhà riêng,40.0,10.0,4,4
Nam Từ Liêm,Căn hộ chung cư,92.0,5.5,3,2
Ba Đình,Nhà riêng,70.0,20.5,7,7
Nam Từ Liêm,Căn hộ chung cư,110.0,5.5,3,2
Ba Đình,Nhà riêng,31.0,5.8,3,4
Cầu Giấy,Căn hộ chung cư,73.0,4.3,2,2
Tây Hồ,Nhà riêng,47.0,9.8,5,5
Nam Từ Liêm,Căn hộ chung cư,137.0,6.9,4,3
Đống Đa,Nhà mặt phố,59.0,30.0,4,5
Hà Đông,Căn hộ chung cư,94.0,3.75,2,2
Hà Đông,Căn hộ chung cư,79.0,3.35,2,2
Hà Đông,Căn hộ chung cư,116.0,4.8,3,2
Long Biên,Nhà mặt phố,75.0,7.9,3,2
Long Biên,Căn hộ chung cư,77.0,4.6,2,2
Tây Hồ,Nhà riêng,91.0,13.5,20,20
Tây Hồ,Nhà riêng,48.0,5.2,5,5
Long Biên,Căn hộ chung cư,90.0,4.0,2,2
Nam Từ Liêm,Căn hộ chung cư,60.0,3.0,2,2
Đống Đa,Nhà riêng,93.0,20.0,2,8
Hoàn Kiếm,Nhà mặt phố,60.0,78.0,12,13
Cầu Giấy,Nhà mặt phố,120.0,55.0,6,6
Long Biên,Nhà riêng,30.0,3.98,3,4
Long Biên,Nhà riêng,60.0,7.8,3,4
Long Biên,Nhà riêng,33.0,4.75,3,4
Long Biên,Nhà riêng,30.0,3.8,3,4
Hà Đông,Nhà riêng,45.0,10.0,4,3
Đống Đa,Căn hộ chung cư,32.0,2.7,1,1
Đống Đa,Nhà riêng,35.0,5.2,3,4
Thanh Xuân,Căn hộ chung cư,120.0,6.7,3,2
Cầu Giấy,Nhà riêng,35.0,5.3,3,4
Hai Bà Trưng,Nhà riêng,65.0,7.3,6,4
Cầu Giấy,Căn hộ chung cư,128.0,9.5,3,2
Cầu Giấy,Nhà riêng,65.0,17.0,13,13
Tây Hồ,Nhà riêng,45.0,13.5,5,4
Đống Đa,Nhà riêng,90.0,28.5,8,7
Long Biên,Nhà riêng,80.0,16.5,4,4
Ba Đình,Nhà riêng,52.0,9.8,6,4
Long Biên,Nhà riêng,30.0,3.15,3,2
Hoàng Mai,Nhà riêng,40.0,3.5,4,3
Hoàng Mai,Nhà riêng,60.0,5.95,3,3
Hoàng Mai,Nhà riêng,55.0,7.9,6,4
Thanh Xuân,Căn hộ chung cư,100.0,5.2,3,2
Cầu Giấy,Căn hộ chung cư,110.0,4.0,2,2
Đống Đa,Nhà riêng,40.0,7.8,2,1
Thanh Xuân,Nhà mặt phố,55.0,17.0,4,3
Thanh Xuân,Nhà riêng,50.0,9.0,4,4
Nam Từ Liêm,Căn hộ chung cư,54.0,3.1,2,1
Tây Hồ,Nhà mặt phố,353.0,135.0,6,7
Hoài Đức,Nhà riêng,31.0,3.25,4,4
Cầu Giấy,Nhà riêng,55.0,17.0,4,4
Ba Đình,Nhà riêng,33.0,4.75,4,3
Tây Hồ,Căn hộ chung cư,93.0,5.25,3,2
Hà Đông,Nhà riêng,48.0,6.7,3,3
Nam Từ Liêm,Nhà riêng,40.0,7.8,11,11
Bắc Từ Liêm,Nhà riêng,36.0,4.2,4,4
Tây Hồ,Nhà riêng,88.0,11.5,6,6
Nam Từ Liêm,Nhà riêng,155.0,33.5,26,25
Hà Đông,Nhà riêng,36.0,4.65,4,4
Tây Hồ,Nhà riêng,126.0,48.0,8,8
Tây Hồ,Nhà riêng,48.0,10.0,3,5
Nam Từ Liêm,Nhà riêng,72.0,16.4,14,14
Tây Hồ,Nhà mặt phố,44.0,13.0,5,5
Thanh Trì,Nhà riêng,38.0,4.58,4,3
Nam Từ Liêm,Nhà riêng,37.0,5.05,4,4
Thanh Trì,Nhà riêng,33.0,4.3,4,3
Thanh Xuân,Căn hộ chung cư,80.0,5.2,3,2
Gia Lâm,Căn hộ chung cư,42.0,2.05,1,1
Nam Từ Liêm,Nhà riêng,50.0,6.6,6,4
Hà Đông,Nhà mặt phố,42.0,17.8,5,5
Gia Lâm,Căn hộ chung cư,65.0,2.49,2,2
Thanh Xuân,Căn hộ chung cư,121.0,7.5,3,2
Thanh Xuân,Căn hộ chung cư,70.0,3.8,2,2
Thanh Xuân,Căn hộ chung cư,145.0,7.5,3,2
Thanh Xuân,Căn hộ chung cư,201.0,17.6,4,4
Thanh Xuân,Căn hộ chung cư,81.0,4.2,2,2
Đống Đa,Nhà riêng,160.0,44.8,5,5
Cầu Giấy,Căn hộ chung cư,86.0,4.0,2,2
Cầu Giấy,Căn hộ chung cư,75.0,4.2,3,2
Ba Đình,Nhà mặt phố,43.0,6.3,2,1
Cầu Giấy,Nhà mặt phố,138.0,63.0,10,10
Long Biên,Căn hộ chung cư,93.0,4.5,3,2
Tây Hồ,Nhà riêng,88.0,11.5,5,6
Long Biên,Nhà riêng,55.0,8.65,3,4
Nam Từ Liêm,Căn hộ chung cư,60.0,2.69,2,2
Long Biên,Nhà riêng,90.0,10.65,4,4
Long Biên,Nhà riêng,65.0,5.95,4,4
Hai Bà Trưng,Nhà riêng,45.0,5.8,4,4
Cầu Giấy,Nhà mặt phố,99.0,66.0,6,19
Thanh Xuân,Căn hộ chung cư,86.0,4.3,2,2
Thanh Xuân,Nhà riêng,45.0,14.95,4,5
Nam Từ Liêm,Nhà riêng,32.0,3.99,5,4
Hoàng Mai,Căn hộ chung cư,79.0,3.9,3,2
Gia Lâm,Căn hộ chung cư,75.0,3.94,2,2
Gia Lâm,Căn hộ chung cư,63.0,2.73,3,2
Ba Đình,Nhà riêng,48.0,9.95,6,4
Nam Từ Liêm,Nhà riêng,40.0,5.3,3,4
Hai Bà Trưng,Nhà riêng,61.0,12.9,11,11
Nam Từ Liêm,Căn hộ chung cư,81.0,6.87,3,2
Nam Từ Liêm,Nhà riêng,60.0,7.3,4,4
Hà Đông,Căn hộ chung cư,95.0,3.42,3,2
Thanh Xuân,Nhà riêng,35.0,4.3,3,3
Thanh Xuân,Nhà riêng,107.0,25.0,35,35
Bắc Từ Liêm,Nhà riêng,30.0,5.35,3,4
Nam Từ Liêm,Căn hộ chung cư,113.0,8.8,3,2
Cầu Giấy,Nhà riêng,56.0,6.9,4,4
Nam Từ Liêm,Nhà riêng,70.0,12.8,19,19
Cầu Giấy,Căn hộ chung cư,80.0,2.9,3,2
Hai Bà Trưng,Nhà mặt phố,32.0,16.6,5,7
Nam Từ Liêm,Căn hộ chung cư,74.0,3.5,1,1
Hoài Đức,Căn hộ chung cư,68.0,3.2,2,2
Thanh Xuân,Căn hộ chung cư,104.0,8.7,3,2
Hà Đông,Nhà mặt phố,55.0,10.0,3,3
Tây Hồ,Căn hộ chung cư,75.0,4.1,3,2
Bắc Từ Liêm,Căn hộ chung cư,92.0,5.1,3,2
Nam Từ Liêm,Nhà riêng,45.0,9.3,6,7
Hà Đông,Nhà mặt phố,70.0,32.0,3,5
Hà Đông,Nhà mặt phố,105.0,31.0,5,5
Tây Hồ,Căn hộ chung cư,100.0,4.8,3,2
Đống Đa,Căn hộ chung cư,110.0,6.69,3,2
Thanh Xuân,Nhà mặt phố,100.0,32.9,8,8
Hai Bà Trưng,Nhà mặt phố,100.0,73.5,10,10
Đống Đa,Nhà riêng,70.0,25.0,4,6
Hà Đông,Nhà mặt phố,103.0,31.5,6,8
Nam Từ Liêm,Căn hộ chung cư,226.0,12.43,6,3
Nam Từ Liêm,Căn hộ chung cư,94.0,5.9,2,2
Nam Từ Liêm,Căn hộ chung cư,185.0,12.5,4,3
Đống Đa,Nhà riêng,120.0,36.0,7,6
Hà Đông,Nhà riêng,80.0,18.0,4,4
Long Biên,Căn hộ chung cư,75.0,2.78,3,2
Long Biên,Căn hộ chung cư,73.0,3.55,2,2
Long Biên,Nhà riêng,55.0,9.8,5,4
Long Biên,Căn hộ chung cư,72.0,3.2,2,2
Cầu Giấy,"Nhà biệt thự, liền kề",320.0,145.0,6,6
Long Biên,Căn hộ chung cư,77.0,3.5,2,2
Long Biên,Căn hộ chung cư,82.0,2.9,3,2
Long Biên,Nhà mặt phố,302.0,48.0,10,8
Long Biên,Căn hộ chung cư,73.0,3.1,2,2
Thanh Xuân,Nhà mặt phố,130.0,35.9,3,4
Ba Đình,Nhà mặt phố,283.0,128.0,4,3
Thanh Xuân,Nhà riêng,130.0,17.55,4,2
Thanh Xuân,Nhà riêng,35.0,7.5,3,3
Hai Bà Trưng,Nhà mặt phố,60.0,12.8,4,5
Hoài Đức,Căn hộ chung cư,80.0,4.0,2,2
Thanh Xuân,Nhà riêng,110.0,22.9,6,4
Hoài Đức,Căn hộ chung cư,67.0,3.4,2,2
Hà Đông,Nhà riêng,69.0,12.68,1,1
Ba Đình,Nhà mặt phố,105.0,68.5,5,4
Đống Đa,Nhà riêng,50.0,8.6,3,3
Cầu Giấy,Nhà riêng,80.0,19.9,4,3
Thanh Xuân,Nhà riêng,76.0,13.5,4,4
Thanh Xuân,Nhà riêng,156.0,31.0,5,4
Hoàng Mai,Nhà riêng,30.0,4.85,3,4
Hoàng Mai,Nhà riêng,45.0,6.45,6,4
Hoàng Mai,Nhà riêng,32.0,4.65,3,4
Cầu Giấy,Nhà riêng,68.0,9.4,4,3
Bắc Từ Liêm,Căn hộ chung cư,141.0,12.97,4,3
Bắc Từ Liêm,Căn hộ chung cư,126.0,10.14,3,2
Hoàng Mai,Nhà riêng,46.0,6.7,4,3
Cầu Giấy,Nhà riêng,48.0,12.3,4,4
Nam Từ Liêm,Căn hộ chung cư,105.0,4.0,3,2
Nam Từ Liêm,Căn hộ chung cư,61.0,3.75,2,2
Nam Từ Liêm,Căn hộ chung cư,54.0,4.0,2,2
Thanh Xuân,Nhà riêng,40.0,6.5,4,5
Đống Đa,Nhà riêng,39.0,8.0,3,5
Hoàng Mai,Căn hộ chung cư,93.0,6.0,3,2
Nam Từ Liêm,Căn hộ chung cư,85.0,4.72,2,2
Đống Đa,Nhà mặt phố,54.0,16.8,4,4
Đống Đa,Nhà mặt phố,54.0,16.8,4,4
Hai Bà Trưng,Nhà riêng,31.0,7.5,3,4
Tây Hồ,Nhà mặt phố,85.0,25.8,6,6
Hoài Đức,Căn hộ chung cư,70.0,1.7,2,2
Thanh Xuân,Nhà mặt phố,80.0,28.5,6,7
Cầu Giấy,Nhà riêng,68.0,37.0,4,6
Hà Đông,Nhà riêng,40.0,9.99,4,4
Long Biên,Nhà riêng,30.0,12.5,3,4
Cầu Giấy,Căn hộ chung cư,59.0,3.15,2,1
Long Biên,Nhà mặt phố,208.0,34.0,5,4
Nam Từ Liêm,Nhà riêng,30.0,4.5,5,4
Đống Đa,Nhà riêng,36.0,6.5,4,4
Hoàn Kiếm,Nhà mặt phố,166.0,29.3,6,7
Đống Đa,Nhà riêng,40.0,6.8,4,4
Cầu Giấy,Căn hộ chung cư,75.0,4.45,3,2
Ba Đình,Nhà riêng,35.0,4.8,3,3
Thanh Xuân,Căn hộ chung cư,96.0,5.8,3,2
Tây Hồ,Nhà riêng,55.0,21.0,5,6
Tây Hồ,Nhà riêng,54.0,5.75,10,6
Tây Hồ,Nhà riêng,43.0,5.3,5,4
Hoàng Mai,Căn hộ chung cư,54.0,2.19,2,2
Cầu Giấy,Nhà riêng,46.0,14.0,5,5
Đống Đa,Nhà riêng,53.0,10.8,4,5
